"Ticket";"Tipo de ticket";"Cliente";"Unidade de Negócio";"Contato";"Categoria";"Técnico";"Data de criação";"Data de finalização";"Situação";"Setor do Solicitante";"Mesa de trabalho";"Avaliação";"Descrição"
1677;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS TRAIRI";"---";"Raquel Guedes - Freitas Trairi";"Movimentação - problema";"Matheus Solon";"23/12/2023 12:09";"23/12/2023 12:10";"Finalizado";"Administrativo";"Suporte Técnico";;"ajuda com nota de compra, produto com medida errada"
1676;"Finalizado e solucionado com sucesso";"DAN COOKIES - SHOPPING SOBRAL";"---";"Sales - Dan Cookies (Financeiro) ,Isabele (Dan Cookies Shopping Sobral),Dan cookies";"API antiga";"Pedro Henrique";"23/12/2023 11:56";"23/12/2023 11:57";"Finalizado";"Frente de loja";"Suporte Técnico";5;"cliente com a api antiga travada"
1675;"Análise";"TORTEL� SUL";"---";"Cecilia - Financeiro";"Integração delivery - problema";"Saulo Felipe";"23/12/2023 11:37";"";"A fazer";"Frente de loja";"Desenvolvimento";;"Encomenda 3473 ifood entrou como dinheiro no pagamento, sendo que não recebe essa forma. Pedido na tela de encomenda 2631."
1674;"Finalizado e solucionado com sucesso";"PADARIA JW";"PADARIA JW";"Sarah (Padaria JW),Nicolle (Padaria JW)";"Servidor";"Pedro Henrique";"23/12/2023 11:36";"23/12/2023 11:37";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para verificar a sincronização"
1673;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - BRISA SHOPPING";"---";"Jane Silva,Samara Freitas Aquiraz Brisa Shopping ,Samara (Freitas Brisa),MARILIA - Freitas Aquiraz,J";"Ipos Desktop (PDV) - duvidas";"Pedro Henrique";"23/12/2023 11:35";"23/12/2023 11:36";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com uma duvida sobre sangria"
1672;"Finalizado e solucionado com sucesso";"MERCADINHO PAI E FILHOS";"---";"Carlos - mercadinho pais e filhos";"Falta de Interação";"Matheus Solon";"23/12/2023 11:19";"23/12/2023 11:19";"Finalizado";"Frente de loja";"Suporte Técnico";;"interação"
1671;"Finalizado e solucionado com sucesso";"LIGLIMP DESCARTAVEIS E PRODUTOS DE LIMEPZA LTDA - TALIMPO";"---";"Leila talimpo,NAYARA TALIMPO";"Fiscal - duvidas";"Matheus Solon";"23/12/2023 11:11";"23/12/2023 11:11";"Finalizado";"Frente de loja";"Suporte Técnico";;"ajuda com nota de acobertamento"
1670;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - CRATEUS";"---";"Freitas Express Crateus,Carla (Freitas Cratús)";"Falta de Interação";"Pedro Henrique";"23/12/2023 11:10";"23/12/2023 11:11";"Finalizado";"Frente de loja";"Suporte Técnico";;"falta de interação"
1669;"Finalizado e solucionado com sucesso";"TORTEL� ALDEOTA";"---";"simone,Dayane (Tortelê)";"Financeiro - duvidas";"Pedro Henrique";"23/12/2023 10:50";"23/12/2023 10:51";"Finalizado";"Financeiro";"Suporte Técnico";;"cliente com duvida na tela de conciliação bancaria"
1668;"Finalizado e solucionado com sucesso";"PANIFICADORA NOSSO P�O CASCAVEL";"---";"Nosso Pão (Cascavel),Thaina Marinho - Nosso Pão ,Nosso pão cascavel";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 10:48";"23/12/2023 10:49";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para habilitar um computador pre venda para caixa"
1667;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - QUARTIER";"---";"Andreza,TEKA,Jaqueline - Quartier,Luana - Biscoito Briejer,Sara (Briejer Quartier)";"Fiscal - duvidas";"Matheus Solon";"23/12/2023 10:14";"23/12/2023 10:15";"Finalizado";"Administrativo";"Suporte Técnico";;"duvida sobre estorno de cupom fiscal"
1666;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SOLARES";"---";"Freitas Express Solari, Elma Lahana Freitas-Shopping Solaris,Freitas Solares,Freitas express Solares";"Fiscal - problema";"Matheus Solon";"23/12/2023 10:11";"23/12/2023 10:12";"Finalizado";"Frente de loja";"Suporte Técnico";5;"api fiscal parada"
1665;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - BRISA SHOPPING";"---";"Jane Silva,Samara Freitas Aquiraz Brisa Shopping ,Samara (Freitas Brisa),MARILIA - Freitas Aquiraz,J";"Ipos Desktop (PDV) - problema";"Matheus Solon";"23/12/2023 09:49";"23/12/2023 09:50";"Finalizado";"Frente de loja";"Suporte Técnico";;"impressão não saia ao finalizar venda"
1664;"Finalizado e solucionado com sucesso";"COISAS DE ROSA";"---";"Deusimar (Coisas de Rosa)";"API antiga";"Pedro Henrique";"23/12/2023 09:37";"23/12/2023 09:38";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com a api antiga travada"
1663;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"---";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"TEF";"Matheus Solon";"23/12/2023 09:20";"23/12/2023 09:21";"Finalizado";"Frente de loja";"Suporte Técnico";;"erro de comunicação com sitef ao finalizar venda"
1662;"Finalizado e solucionado com sucesso";"BARNEYS - FABRICA";"---";"Anderson vital - Barneys,Barneys Fabrica";"Integração delivery - problema";"Pedro Henrique";"22/12/2023 23:24";"22/12/2023 23:25";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com um pedido que não integrou devido ao codigo esta com mais de 30 caracteres"
1661;"Finalizado e solucionado com sucesso";"RESTAURANTE PAULINHO GRILL";"---";"Paulinho Grill,Paulinho Grill,Paulinho Grill";"Infraestrutura - problema";"Pedro Henrique";"22/12/2023 22:06";"22/12/2023 22:14";"Finalizado";"Frente de loja";"Suporte Técnico";5;"cliente com o servidor desligado"
1660;"Finalizado e solucionado com sucesso";"PAO MIX (LOJA 2)";"---";"Socorro Pao mix,Pão Mix (Loja 2 - ARCO)";"Ipos Mobile - problema";"Pedro Henrique";"22/12/2023 22:00";"22/12/2023 22:01";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com problema de conexão nos celulares"
1659;"Finalizado e solucionado com sucesso";"YAKICHINA MONTESE";"---";"Clebia - Yakichina,Noronha,Yakichina Montese,Lavinia - Yakichina";"Ipos Mobile - problema";"Pedro Henrique";"22/12/2023 21:58";"22/12/2023 21:59";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com as maquinetas com o ip trocado"
1658;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso,Parrileiro Sul - Caixa,Nazareno (Parrileir";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"22/12/2023 21:08";"22/12/2023 21:09";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com o computador lento na hora da finalização"
1657;"Finalizado e solucionado com sucesso";"ANTIQUUS GASTROBAR";"---";"Antiquus Gastrobar,Luiz (Antiqus Gastrobar)";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"22/12/2023 21:07";"22/12/2023 21:08";"Finalizado";"Frente de loja";"Suporte Técnico";5;"cliente com um computador sem imprimir"
1656;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - CRATEUS";"---";"Freitas Express Crateus,Carla (Freitas Cratús)";"Falta de Interação";"Pedro Henrique";"22/12/2023 20:57";"22/12/2023 20:58";"Finalizado";"Frente de loja";"Suporte Técnico";;"falta de interação"
1655;"Finalizado e solucionado com sucesso";"CERVEJARIA TURATTI - CAMBEBA";"---";"EDER ";"Fiscal - problema";"Pedro Henrique";"22/12/2023 20:50";"22/12/2023 20:51";"Finalizado";"Financeiro";"Suporte Técnico";;"cliente com erro ao enviar uma nota"
1654;"Finalizado e solucionado com sucesso";"CASA KAIADA RESTAURANTE";"---";"Victor melo,Kasa Kaiada";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"22/12/2023 20:27";"22/12/2023 20:27";"Finalizado";"Frente de loja";"Suporte Técnico";1;"cliente com dois computadores com a versão antiga"
1653;"Bug";"FREITAS EXPRESS - PATIO ARVOREDO";"---";"Valber";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"22/12/2023 20:24";"22/12/2023 20:25";"Finalizado";"Frente de loja";"Suporte Técnico";5;"com um participante exportado como inativo"
1652;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ,Butchers 746";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"22/12/2023 20:02";"22/12/2023 20:03";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para remover a escolha de onde imprimir no PDV"
1651;"Finalizado e solucionado com sucesso";"SOBOLO SUL";"---";"Sobolo,milena  - sobolo";"Infraestrutura - problema";"Pedro Henrique";"22/12/2023 19:52";"22/12/2023 19:53";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente sem internet"
1650;"Finalizado e solucionado com sucesso";"YAKICHINA MONTESE";"---";"Clebia - Yakichina,Noronha,Yakichina Montese,Lavinia - Yakichina";"Infraestrutura - problema";"Pedro Henrique";"22/12/2023 19:37";"22/12/2023 19:38";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente sem internet"
1649;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - DEL PASEO";"---";"Biscoitos Briejer - Del Passeo";"Ipos Desktop (PDV) - duvidas";"Pedro Henrique";"22/12/2023 19:36";"22/12/2023 19:37";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para reimprimir a segunda via do TEF"
1648;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - FABRICA";"---";"Biscoitos Briejer,Clau (Briejer),julieta - Briejer,Maynara,Flávia (Briejer Sócia),Sara Xavier";"Falta de Interação";"Pedro Henrique";"22/12/2023 19:27";"22/12/2023 19:28";"Finalizado";"Frente de loja";"Suporte Técnico";;"falta de interação"
1647;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso,Parrileiro Sul - Caixa,Nazareno (Parrileir";"Falta de Interação";"Guilherme Lima";"22/12/2023 18:58";"22/12/2023 18:59";"Finalizado";"Frente de loja";"Suporte Técnico";;"Interação"
1646;"Finalizado e solucionado com sucesso";"PARDAL SORVETE JUAZEIRO";"---";"Pardal";"Integração delivery - problema";"Guilherme Lima";"22/12/2023 18:49";"22/12/2023 18:51";"Finalizado";"Frente de loja";"Suporte Técnico";;"Informado: Desativei e reativei a integração novamente. Por favor, verifique se agora irá normalizar. Sobre os pedidos que não integraram, será necessário lançá-los manualmente no sistema."
1645;"Finalizado e solucionado com sucesso";"ATACADAO COSTA _F ERINALDO CD 01";"---";"Ysabelle (Atacadão Costa F Erinaldo)";"Ipos Desktop (PDV) - problema";"Guilherme Lima";"22/12/2023 18:48";"22/12/2023 18:49";"Finalizado";"Frente de loja";"Suporte Técnico";;"INFORMADA: Voce precisa verificar o GTIN de todos os itens, pois não esta no padrão da SEFAZ\n\nPara ser mais rápido., voce pode excluir o GTIN de todos dessa compra, e depois colocar novamente"
1644;"Finalizado e solucionado com sucesso";"BOM DE MAR RESTAURANTE_ GOLF VILLE";"---";"Claudemir - BOM  DE MAR,Bom de Mar Retaurante - Golf Vile,Lucas (Bom de Mar),Bom de mar - Japao ";"Ipos Mobile - problema";"Guilherme Lima";"22/12/2023 18:33";"22/12/2023 18:34";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Maquineta com o dispositivo incorreto, foi alterado para pagseguro"
1643;"Finalizado e solucionado com sucesso";"ATACADAO COSTA_ GRANJA LISBOA";"---";"ATACADÃO COSTA";"Ipos Desktop (PDV) - problema";"Guilherme Lima";"22/12/2023 18:32";"22/12/2023 18:33";"Finalizado";"Frente de loja";"Suporte Técnico";1;"INFORMADO: Voce precisa verificar o GTIN de todos os itens, pois não esta no padrão da SEFAZ\n\nPara ser mais rápido., voce pode excluir o GTIN de todos dessa compra, e depois colocar novamente"
1642;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - BREJO SANTO";"---";"Erlania Freitas Brejo Santo, Kleyd Feitosa - Freitas Express,Alex - Freitas ";"Administrativo - Dúvidas";"Guilherme Lima";"22/12/2023 18:06";"22/12/2023 18:07";"Finalizado";"Frente de loja";"Suporte Técnico";;"Interação"
1641;"Finalizado e solucionado com sucesso";"HOLY SALT";"---";"Davi - Holy Salt,Larissa (Holy Salt),Felipy - Holy Salt,Davi (Holy Salt),Manoela - Holy Salt";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"22/12/2023 17:51";"22/12/2023 17:52";"Finalizado";"Frente de loja";"Suporte Técnico";;"Duvidas"
1640;"Finalizado e solucionado com sucesso";"PONTO DO SPETTO";"---";"Vicente Vitaliano,Wagner Lima - ponto do spetto";"Web API";"Guilherme Lima";"22/12/2023 17:37";"22/12/2023 17:38";"Finalizado";"Frente de loja";"Suporte Técnico";;"Novo caminho da API"
1639;"Finalizado e solucionado com sucesso";"CERVEJARIA TURATTI - CAMBEBA";"---";"EDER ";"Administrativo - Dúvidas";"Guilherme Lima";"22/12/2023 17:36";"22/12/2023 17:37";"Finalizado";"Frente de loja";"Suporte Técnico";;"Duvidas gerais"
1638;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - VILA VELHA";"---";"Freitas Express VILA VELHA,-";"API antiga";"Guilherme Lima";"22/12/2023 17:29";"22/12/2023 17:30";"Finalizado";"Frente de loja";"Suporte Técnico";;"FOI REINICIADA"
1637;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - VILA VELHA";"---";"Freitas Express VILA VELHA,-";"API antiga";"Guilherme Lima";"22/12/2023 17:29";"22/12/2023 17:30";"Finalizado";"Frente de loja";"Suporte Técnico";1;"FOI REINICIADA"
1636;"Finalizado e solucionado com sucesso";"D + DISTRIBUIDORA LTDA";"---";"Jaqueline (D+ Distribuidora)";"Fiscal - duvidas";"Guilherme Lima";"22/12/2023 17:22";"22/12/2023 17:23";"Finalizado";"Administrativo";"Suporte Técnico";;"Duvidas ao gerar NFE"
1635;"Finalizado e solucionado com sucesso";"EMPORIO DO BOLO - CIDADE 2000";"---";"Isaac Figueira,Sidiane,Dalila - Emporio do Bolo,Jhamilly (Emporio do Bolo Cid2000)";"Infraestrutura - problema";"Guilherme Lima";"22/12/2023 17:22";"22/12/2023 17:23";"Finalizado";"Frente de loja";"Suporte Técnico";;"INFORMADA: Esta mensagem da SEFAZ informa que seu aparelho MFE está bloqueado devido à falta de comunicação. Deixe-o conectado à internet, pois a SEFAZ enviará uma parametrização assim que verificar a conexão. Se mesmo após estar conectado à rede o problema persistir, pode haver algum erro ou pendência na SEFAZ. Recomendamos verificar com o departamento de contabilidade. Caso eles confirmem que está tudo correto com a SEFAZ, será necessário levar o aparelho MFE a uma assistência técnica para investigar a dificuldade de conexão com a internet."
1634;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE ALDEOTA";"---";"Silvia - Noelia,Noelia Aldeota";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"22/12/2023 17:06";"22/12/2023 17:07";"Finalizado";"Frente de loja";"Suporte Técnico";;"Interação"
1633;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - GRANJA LISBOA";"FREITAS EXPRESS - GRANJA LISBOA";"Tawian genibau";"Fiscal - problema";"Carlos Dourado";"22/12/2023 16:52";"22/12/2023 16:53";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Entoru em contato para tratar sobre problema em MF-e mas ele voltou a comunicar sozinho"
1632;"Finalizado e solucionado com sucesso";"LIGLIMP DESCARTAVEIS E PRODUTOS DE LIMEPZA LTDA - TALIMPO";"---";"Leila talimpo,NAYARA TALIMPO";"Administrativo - Dúvidas";"Daniel Weber";"22/12/2023 16:50";"22/12/2023 16:51";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente solicita criação de novo usuario do sistema"
1631;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ,Butchers 746";"Servidor";"Eduardo Lopes";"22/12/2023 16:33";"22/12/2023 16:34";"Finalizado";"Frente de loja";"Suporte Técnico";;"Inicialização sincronizador"
1630;"Finalizado e solucionado com sucesso";"VULCAP";"VULCAP";"Luciana (Vulcap)";"Infraestrutura - problema / MFE sem comunicação";"Saulo Felipe";"22/12/2023 16:26";"23/12/2023 19:20";"Finalizado";"Frente de loja";"Suporte Técnico";;"MF-e fora do ar"
1629;"Finalizado e solucionado com sucesso";"LIGLIMP DESCARTAVEIS E PRODUTOS DE LIMEPZA LTDA - TALIMPO";"---";"Leila talimpo,NAYARA TALIMPO";"Administrativo - Dúvidas";"Daniel Weber";"22/12/2023 16:13";"22/12/2023 16:13";"Finalizado";"Administrativo";"Suporte Técnico";1;"finalizando atendimento em duplicidade"
1628;"Finalizado e solucionado com sucesso";"DOLCE DIVINO";"---";"Indrid,Ingrid,Marina Moreira - Dolce Divino,Maria Clara(Dona) - Dolce Divino,Mikaelly (Dolce Divino ";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"22/12/2023 16:10";"22/12/2023 16:11";"Finalizado";"Frente de loja";"Suporte Técnico";;"Interação"
1627;"Finalizado e solucionado com sucesso";"FORT MORANGOS";"---";"Fernanda - Fort Morango,Fort morangos,Thiago  - Fort Morangos ,Luara (Fort Morangos),Thiago (Fort Mo";"Administrativo - Dúvidas";"Daniel Weber";"22/12/2023 16:10";"22/12/2023 16:10";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente informa erro ao enviar nota fiscal"
1626;"Finalizado e solucionado com sucesso";"Accura";"---";"Lucas (Accura)";"Movimentação - duvidas";"Guilherme Lima";"22/12/2023 16:09";"22/12/2023 16:10";"Finalizado";"Frente de loja";"Suporte Técnico";2;"Duvidas"
1625;"Finalizado e solucionado com sucesso";"DOLCE DIVINO";"---";"Indrid,Ingrid,Marina Moreira - Dolce Divino,Maria Clara(Dona) - Dolce Divino,Mikaelly (Dolce Divino ";"Ipos Desktop (PDV) - duvidas";"Guilherme Lima";"22/12/2023 16:08";"22/12/2023 16:09";"Finalizado";"Frente de loja";"Suporte Técnico";;"Duvidas"
1624;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ,Butchers 746";"Servidor";"Eduardo Lopes";"22/12/2023 16:06";"22/12/2023 16:07";"Finalizado";"Frente de loja";"Suporte Técnico";;"Inicialização automática do sincronizador"
1623;"Finalizado e solucionado com sucesso";"AVEXADO BURGER";"---";"Daniel (Avexado Burger)";"Financeiro / Cobrança normal";"Priscilla Silva";"22/12/2023 15:57";"22/12/2023 16:03";"Finalizado";"Financeiro";"Financeiro";;"Cliente havia solicitado pagar via cartão de crédito"
1622;"Finalizado e solucionado com sucesso";"EMPORIO DO BOLO - CIDADE 2000";"---";"Isaac Figueira,Sidiane,Dalila - Emporio do Bolo,Jhamilly (Emporio do Bolo Cid2000)";"Administrativo - Dúvidas";"Daniel Weber";"22/12/2023 15:52";"22/12/2023 15:52";"Finalizado";"Administrativo";"Suporte Técnico";1;"cliente informa erro nas vendas"
1621;"Finalizado e solucionado com sucesso";"SAVU";"---";"EDILENE,Liege - Savu,Ingrid (Savu),Wagner - SAVU,fabiana,Davy Savu,Letícia (Savú),Edinete (Savu)";"Administrativo - Dúvidas";"Daniel Weber";"22/12/2023 15:48";"22/12/2023 15:50";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente gostaria de habilitar a informação do setor de saída no caixa web"
1620;"Finalizado e solucionado com sucesso";"2D INFORMATICA";"---";"null";"Administrativo - Dúvidas";"Daniel Weber";"22/12/2023 15:34";"22/12/2023 15:35";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente gostaria de saber como funciona a conciliação financeira"
1619;"Finalizado e solucionado com sucesso";"ANTIQUUS GASTROBAR";"---";"Antiquus Gastrobar,Luiz (Antiqus Gastrobar)";"Administrativo - Dúvidas";"Daniel Weber";"22/12/2023 15:23";"22/12/2023 15:24";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente solicita configuração das impressoras no sistema"
1618;"Finalizado e solucionado com sucesso";"ANTIQUUS GASTROBAR";"---";"Antiquus Gastrobar,Luiz (Antiqus Gastrobar)";"Infraestrutura - problema";"Guilherme Lima";"22/12/2023 15:16";"22/12/2023 15:17";"Finalizado";"Frente de loja";"Suporte Técnico";1;"A atendente dará continuidade no atendimento"
